"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus1Val","nminus2Val","nminus3Val","nminus4Val","nminus5Val"
35.6,87,30.15,4,360,10.8,22,1,17,28,31,28,20,23
37.4,81,30.15,6,350,3.6,17,1,17,22,28,31,28,20
33.8,66,30.18,7,290,7.2,23,1,17,17,22,28,31,28
35.6,71,30.21,7,310,0,22,1,17,23,17,22,28,31
39.2,58,30.24,12,330,3.6,12,1,17,22,23,17,22,28
30.2,34,30.27,15,320,10.8,11,1,17,12,22,23,17,22
28.4,29,30.27,16,330,3.6,18,1,17,11,12,22,23,17
28.4,27,30.27,17,300,7.2,9,1,17,18,11,12,22,23
28.4,24,30.24,19,320,10.8,22,1,17,9,18,11,12,22
30.2,26,30.21,19,320,7.2,16,1,17,22,9,18,11,12
30.2,26,30.21,19,340,10.8,19,1,17,16,22,9,18,11
30.2,26,30.18,19,340,14.4,21,1,17,19,16,22,9,18
30.2,28,30.18,18,360,10.8,22,1,17,21,19,16,22,9
32,34,30.18,16,350,10.8,30,1,17,22,21,19,16,22
35.6,42,30.18,15,340,7.2,43,1,17,30,22,21,19,16
39.2,62,30.21,11,340,3.6,65,1,17,43,30,22,21,19
41,71,30.21,10,340,3.6,76,1,17,65,43,30,22,21
41,76,30.24,9,340,3.6,73,1,17,76,65,43,30,22
41,81,30.24,8,340,3.6,78,1,17,73,76,65,43,30
39.2,81,30.24,7,340,3.6,83,1,17,78,73,76,65,43
41,81,30.24,8,320,7.2,78,2,18,83,78,73,76,65
44.6,87,30.27,9,350,3.6,96,2,18,78,83,78,73,76
44.6,93,30.27,8,350,3.6,96,2,18,96,78,83,78,73
42.8,87,30.27,8,340,3.6,102,2,18,96,96,78,83,78
42.8,93,30.27,7,360,3.6,102,2,18,102,96,96,78,83
41,100,30.27,5,350,3.6,93,2,18,102,102,96,96,78
41,93,30.3,6,290,10.8,78,2,18,93,102,102,96,96
39.2,93,30.3,5,310,7.2,72,2,18,78,93,102,102,96
46.4,93,30.33,9,330,7.2,60,2,18,72,78,93,102,102
48.2,82,30.33,12,320,7.2,69,2,18,60,72,78,93,102
46.4,67,30.3,14,330,7.2,75,2,18,69,60,72,78,93
46.4,59,30.3,16,300,3.6,83,2,18,75,69,60,72,78
46.4,55,30.27,17,320,3.6,86,2,18,83,75,69,60,72
46.4,49,30.24,19,320,3.6,91,2,18,86,83,75,69,60
44.6,43,30.21,20,340,7.2,86,2,18,91,86,83,75,69
41,37,30.18,20,340,10.8,82,2,18,86,91,86,83,75
42.8,43,30.18,19,360,7.2,72,2,18,82,86,91,86,83
44.6,49,30.18,18,350,7.2,87,2,18,72,82,86,91,86
46.4,67,30.18,14,340,3.6,98,2,18,87,72,82,86,91
48.2,77,30.18,13,340,3.6,123,2,18,98,87,72,82,86
50,88,30.18,12,340,0,122,2,18,123,98,87,72,82
46.4,87,30.21,10,340,3.6,123,2,18,122,123,98,87,72
46.4,93,30.21,9,340,3.6,129,2,18,123,122,123,98,87
46.4,93,30.21,9,340,3.6,141,2,18,129,123,122,123,98
44.6,87,30.21,9,320,3.6,163,3,19,141,129,123,122,123
44.6,87,30.21,9,350,3.6,154,3,19,163,141,129,123,122
46.4,93,30.21,9,350,0,150,3,19,154,163,141,129,123
44.6,100,30.21,7,340,3.6,100,3,19,150,154,163,141,129
44.6,93,30.18,8,360,3.6,103,3,19,100,150,154,163,141
44.6,93,30.21,8,320,7.2,100,3,19,103,100,150,154,163
44.6,93,30.21,8,340,7.2,96,3,19,100,103,100,150,154
44.6,93,30.21,8,300,7.2,96,3,19,96,100,103,100,150
46.4,87,30.21,10,320,10.8,99,3,19,96,96,100,103,100
48.2,82,30.21,12,330,7.2,88,3,19,99,96,96,100,103
46.4,67,30.21,14,340,7.2,103,3,19,88,99,96,96,100
46.4,59,30.21,16,300,7.2,133,3,19,103,88,99,96,96
51.8,68,30.18,17,290,10.8,157,3,19,133,103,88,99,96
53.6,68,30.15,18,330,10.8,170,3,19,157,133,103,88,99
53.6,68,30.12,18,340,10.8,187,3,19,170,157,133,103,88
55.4,73,30.12,18,340,10.8,190,3,19,187,170,157,133,103
55.4,73,30.09,18,350,10.8,209,3,19,190,187,170,157,133
55.4,82,30.09,16,360,7.2,253,3,19,209,190,187,170,157
53.6,88,30.12,14,360,7.2,254,3,19,253,209,190,187,170
53.6,94,30.15,13,340,3.6,275,3,19,254,253,209,190,187
53.6,94,30.15,13,340,0,292,3,19,275,254,253,209,190
51.8,94,30.15,12,340,3.6,315,3,19,292,275,254,253,209
51.8,100,30.18,11,340,3.6,294,3,19,315,292,275,254,253
51.8,94,30.18,12,340,7.2,280,3,19,294,315,292,275,254
51.8,100,30.15,11,320,3.6,270,4,20,280,294,315,292,275
51.8,100,30.15,11,350,0,255,4,20,270,280,294,315,292
51.8,100,30.15,11,350,3.6,243,4,20,255,270,280,294,315
51.8,100,30.15,11,340,7.2,258,4,20,243,255,270,280,294
51.8,94,30.12,12,360,3.6,269,4,20,258,243,255,270,280
53.6,94,30.12,13,350,3.6,263,4,20,269,258,243,255,270
53.6,100,30.15,12,290,3.6,258,4,20,263,269,258,243,255
53.6,94,30.12,13,310,7.2,269,4,20,258,263,269,258,243
53.6,100,30.15,12,330,3.6,278,4,20,269,258,263,269,258
53.6,94,30.18,13,320,3.6,296,4,20,278,269,258,263,269
53.6,88,30.18,14,330,7.2,339,4,20,296,278,269,258,263
53.6,88,30.18,14,300,7.2,332,4,20,339,296,278,269,258
53.6,82,30.15,15,320,7.2,304,4,20,332,339,296,278,269
53.6,77,30.12,16,320,7.2,293,4,20,304,332,339,296,278
53.6,72,30.09,17,340,10.8,284,4,20,293,304,332,339,296
53.6,72,30.09,17,340,7.2,293,4,20,284,293,304,332,339
53.6,77,30.09,16,360,7.2,302,4,20,293,284,293,304,332
53.6,82,30.09,15,350,3.6,300,4,20,302,293,284,293,304
53.6,82,30.12,15,340,7.2,298,4,20,300,302,293,284,293
53.6,94,30.12,13,340,3.6,299,4,20,298,300,302,293,284
53.6,100,30.15,12,340,3.6,300,4,20,299,298,300,302,293
51.8,100,30.15,11,340,3.6,308,4,20,300,299,298,300,302
53.6,100,30.15,12,340,3.6,302,4,20,308,300,299,298,300
51.8,100,30.15,11,340,3.6,298,4,20,302,308,300,299,298
51.8,100,30.15,11,320,3.6,266,5,21,298,302,308,300,299
50,100,30.15,10,350,3.6,285,5,21,266,298,302,308,300
50,100,30.15,10,350,3.6,282,5,21,285,266,298,302,308
48.2,100,30.12,9,340,3.6,273,5,21,282,285,266,298,302
46.4,100,30.12,8,360,7.2,275,5,21,273,282,285,266,298
48.2,100,30.15,9,350,3.6,248,5,21,275,273,282,285,266
46.4,93,30.15,9,290,3.6,227,5,21,248,275,273,282,285
46.4,100,30.15,8,310,7.2,251,5,21,227,248,275,273,282
50,94,30.15,11,330,7.2,249,5,21,251,227,248,275,273
53.6,94,30.15,13,320,3.6,202,5,21,249,251,227,248,275
55.4,88,30.15,15,330,3.6,190,5,21,202,249,251,227,248
53.6,72,30.15,17,300,3.6,175,5,21,190,202,249,251,227
53.6,68,30.12,18,320,3.6,204,5,21,175,190,202,249,251
53.6,64,30.09,19,320,3.6,224,5,21,204,175,190,202,249
53.6,64,30.06,19,340,7.2,231,5,21,224,204,175,190,202
51.8,56,30.06,20,340,7.2,233,5,21,231,224,204,175,190
51.8,60,30.06,19,360,7.2,222,5,21,233,231,224,204,175
55.4,77,30.06,17,350,3.6,254,5,21,222,233,231,224,204
53.6,88,30.06,14,340,3.6,269,5,21,254,222,233,231,224
53.6,94,30.06,13,340,3.6,285,5,21,269,254,222,233,231
53.6,94,30.09,13,340,3.6,298,5,21,285,269,254,222,233
51.8,100,30.09,11,340,3.6,306,5,21,298,285,269,254,222
50,94,30.09,11,340,3.6,313,5,21,306,298,285,269,254
50,94,30.09,11,340,3.6,318,5,21,313,306,298,285,269
50,94,30.09,11,320,0,311,6,22,318,313,306,298,285
50,94,30.09,11,350,0,267,6,22,311,318,313,306,298
48.2,94,30.09,10,350,0,261,6,22,267,311,318,313,306
48.2,94,30.06,10,340,3.6,248,6,22,261,267,311,318,313
50,100,30.06,10,360,7.2,227,6,22,248,261,267,311,318
48.2,100,30.06,9,350,7.2,212,6,22,227,248,261,267,311
48.2,100,30.06,9,290,7.2,215,6,22,212,227,248,261,267
48.2,94,30.06,10,310,7.2,239,6,22,215,212,227,248,261
51.8,100,30.09,11,330,7.2,259,6,22,239,215,212,227,248
55.4,100,30.09,13,320,7.2,270,6,22,259,239,215,212,227
53.6,77,30.06,16,330,10.8,285,6,22,270,259,239,215,212
53.6,68,30.06,18,300,7.2,287,6,22,285,270,259,239,215
51.8,64,30.06,18,320,7.2,297,6,22,287,285,270,259,239
51.8,64,30.04,18,320,7.2,318,6,22,297,287,285,270,259
53.6,68,30.01,18,340,3.6,347,6,22,318,297,287,285,270
53.6,68,30.01,18,340,7.2,370,6,22,347,318,297,287,285
55.4,77,30.01,17,360,3.6,401,6,22,370,347,318,297,287
55.4,82,30.01,16,350,3.6,416,6,22,401,370,347,318,297
55.4,88,30.01,15,340,7.2,399,6,22,416,401,370,347,318
55.4,88,30.01,15,340,3.6,389,6,22,399,416,401,370,347
55.4,94,30.01,14,340,7.2,408,6,22,389,399,416,401,370
55.4,94,30.01,14,340,3.6,395,6,22,408,389,399,416,401
55.4,100,30.04,13,340,3.6,402,6,22,395,408,389,399,416
55.4,100,30.01,13,340,3.6,430,6,22,402,395,408,389,399
53.6,94,30.01,13,320,3.6,414,0,23,430,402,395,408,389
53.6,94,30.01,13,350,7.2,418,0,23,414,430,402,395,408
53.6,94,30.04,13,350,3.6,408,0,23,418,414,430,402,395
53.6,94,30.01,13,340,7.2,414,0,23,408,418,414,430,402
53.6,100,30.01,12,360,7.2,418,0,23,414,408,418,414,430
53.6,100,30.01,12,350,3.6,409,0,23,418,414,408,418,414
53.6,94,30.04,13,290,3.6,420,0,23,409,418,414,408,418
53.6,94,30.04,13,310,7.2,407,0,23,420,409,418,414,408
55.4,100,30.06,13,330,10.8,390,0,23,407,420,409,418,414
55.4,94,30.09,14,320,10.8,291,0,23,390,407,420,409,418
46.4,72,30.12,13,330,28.8,26,0,23,291,390,407,420,409
44.6,76,30.15,11,300,32.4,19,0,23,26,291,390,407,420
44.6,82,30.18,10,320,25.2,12,0,23,19,26,291,390,407
42.8,82,30.18,9,320,25.2,11,0,23,12,19,26,291,390
41,76,30.18,9,340,28.8,8,0,23,11,12,19,26,291
39.2,71,30.21,9,340,28.8,16,0,23,8,11,12,19,26
37.4,66,30.24,9,360,25.2,12,0,23,16,8,11,12,19
35.6,62,30.27,9,350,18,13,0,23,12,16,8,11,12
33.8,58,30.3,9,340,18,13,0,23,13,12,16,8,11
32,54,30.3,9,340,18,18,0,23,13,13,12,16,8
30.2,50,30.33,9,340,14.4,17,0,23,18,13,13,12,16
32,61,30.36,7,340,7.2,16,0,23,17,18,13,13,12
30.2,65,30.36,5,340,7.2,9,0,23,16,17,18,13,13
33.8,81,30.36,4,340,3.6,7,0,23,9,16,17,18,13
33.8,87,30.36,3,320,3.6,6,1,24,7,9,16,17,18
33.8,93,30.36,2,350,3.6,6,1,24,6,7,9,16,17
33.8,93,30.36,2,350,3.6,8,1,24,6,6,7,9,16
32,93,30.36,1,340,7.2,9,1,24,8,6,6,7,9
32,93,30.36,1,360,7.2,15,1,24,9,8,6,6,7
28.4,93,30.36,-1,350,10.8,15,1,24,15,9,8,6,6
28.4,87,30.39,0,290,7.2,12,1,24,15,15,9,8,6
30.2,93,30.39,0,310,7.2,11,1,24,12,15,15,9,8
33.8,70,30.42,6,330,7.2,18,1,24,11,12,15,15,9
28.4,43,30.42,10,320,10.8,16,1,24,18,11,12,15,15
21.2,26,30.42,13,330,18,8,1,24,16,18,11,12,15
19.4,25,30.39,13,300,7.2,6,1,24,8,16,18,11,12
19.4,23,30.36,14,320,7.2,7,1,24,6,8,16,18,11
19.4,23,30.33,14,320,7.2,16,1,24,7,6,8,16,18
23,23,30.3,16,340,3.6,9,1,24,16,7,6,8,16
21.2,23,30.3,15,340,7.2,9,1,24,9,16,7,6,8
23,27,30.3,14,360,10.8,24,1,24,9,9,16,7,6
24.8,31,30.3,13,350,3.6,35,1,24,24,9,9,16,7
35.6,76,30.36,6,340,3.6,60,1,24,35,24,9,9,16
32,70,30.39,5,340,7.2,38,1,24,60,35,24,9,9
21.2,34,30.42,9,340,7.2,45,1,24,38,60,35,24,9
21.2,37,30.45,8,340,3.6,9,1,24,45,38,60,35,24
21.2,45,30.45,5,340,7.2,8,1,24,9,45,38,60,35
21.2,49,30.45,4,320,10.8,8,2,25,8,9,45,38,60
24.8,60,30.48,3,350,7.2,8,2,25,8,8,9,45,38
26.6,70,30.48,2,350,3.6,19,2,25,8,8,8,9,45
26.6,70,30.48,2,340,3.6,19,2,25,19,8,8,8,9
28.4,81,30.45,1,360,0,18,2,25,19,19,8,8,8
30.2,93,30.48,0,350,3.6,38,2,25,18,19,19,8,8
26.6,80,30.48,0,290,10.8,35,2,25,38,18,19,19,8
24.8,65,30.48,2,310,7.2,27,2,25,35,38,18,19,19
28.4,57,30.48,6,330,10.8,15,2,25,27,35,38,18,19
26.6,46,30.51,8,320,10.8,16,2,25,15,27,35,38,18
23,33,30.48,11,330,3.6,21,2,25,16,15,27,35,38
23,29,30.45,13,300,7.2,27,2,25,21,16,15,27,35
23,27,30.42,14,320,7.2,26,2,25,27,21,16,15,27
21.2,23,30.39,15,320,10.8,27,2,25,26,27,21,16,15
21.2,23,30.36,15,340,10.8,25,2,25,27,26,27,21,16
21.2,23,30.33,15,360,14.4,55,2,25,25,27,26,27,21
33.8,76,30.33,5,340,3.6,127,2,25,55,25,27,26,27
33.8,76,30.33,5,320,3.6,131,3,26,127,55,25,27,26
33.8,81,30.3,4,350,3.6,158,3,26,131,127,55,25,27
35.6,81,30.3,5,360,3.6,163,3,26,158,131,127,55,25
35.6,81,30.27,5,350,0,138,3,26,163,158,131,127,55
35.6,81,30.27,5,340,0,114,3,26,138,163,158,131,127
35.6,87,30.24,4,350,3.6,102,3,26,114,138,163,158,131
35.6,93,30.27,3,350,0,98,3,26,102,114,138,163,158
35.6,87,30.27,4,290,3.6,80,3,26,98,102,114,138,163
37.4,81,30.27,6,310,3.6,80,3,26,80,98,102,114,138
37.4,76,30.3,7,330,3.6,80,3,26,80,80,98,102,114
39.2,71,30.27,9,320,7.2,101,3,26,80,80,80,98,102
39.2,66,30.3,10,320,3.6,110,3,26,101,80,80,80,98
35.6,58,30.27,10,300,7.2,110,3,26,110,101,80,80,80
39.2,66,30.24,10,320,7.2,110,3,26,110,110,101,80,80
39.2,62,30.21,11,330,7.2,110,3,26,110,110,110,101,80
37.4,58,30.21,11,340,7.2,280,3,26,110,110,110,110,101
41,58,30.24,13,300,3.6,199,4,27,280,110,110,110,110
42.8,59,30.21,14,290,7.2,242,4,27,199,280,110,110,110
41,51,30.18,15,330,10.8,237,4,27,242,199,280,110,110
42.8,48,30.15,17,340,10.8,207,4,27,237,242,199,280,110
41,45,30.15,17,340,14.4,176,4,27,207,237,242,199,280
41,48,30.15,16,350,10.8,145,4,27,176,207,237,242,199
42.8,63,30.18,13,360,3.6,137,4,27,145,176,207,237,242
42.8,71,30.18,11,360,7.2,184,4,27,137,145,176,207,237
42.8,76,30.21,10,340,7.2,208,4,27,184,137,145,176,207
42.8,82,30.21,9,340,3.6,224,4,27,208,184,137,145,176
42.8,87,30.24,8,340,3.6,235,4,27,224,208,184,137,145
42.8,93,30.24,7,340,3.6,273,4,27,235,224,208,184,137
39.2,100,30.24,4,320,3.6,261,5,28,273,235,224,208,184
41,100,30.27,5,350,10.8,242,5,28,261,273,235,224,208
37.4,93,30.27,4,350,10.8,186,5,28,242,261,273,235,224
35.6,93,30.27,3,340,14.4,187,5,28,186,242,261,273,235
39.2,93,30.24,5,360,7.2,180,5,28,187,186,242,261,273
37.4,87,30.27,5,350,10.8,166,5,28,180,187,186,242,261
37.4,93,30.27,4,290,3.6,141,5,28,166,180,187,186,242
35.6,93,30.27,3,310,7.2,125,5,28,141,166,180,187,186
39.2,76,30.3,8,330,10.8,109,5,28,125,141,166,180,187
35.6,51,30.3,12,320,18,92,5,28,109,125,141,166,180
35.6,44,30.3,14,330,10.8,82,5,28,92,109,125,141,166
35.6,42,30.3,15,300,3.6,92,5,28,82,92,109,125,141
37.4,42,30.27,16,320,3.6,118,5,28,92,82,92,109,125
39.2,42,30.24,17,320,3.6,118,5,28,118,92,82,92,109
39.2,42,30.21,17,340,3.6,106,5,28,118,118,92,82,92
37.4,39,30.21,17,340,3.6,129,5,28,106,118,118,92,82
39.2,42,30.18,17,350,7.2,146,5,28,129,106,118,118,92
41,55,30.18,14,360,3.6,162,5,28,146,129,106,118,118
42.8,76,30.21,10,360,0,214,5,28,162,146,129,106,118
42.8,87,30.21,8,340,3.6,227,5,28,214,162,146,129,106
44.6,93,30.21,8,340,3.6,259,5,28,227,214,162,146,129
42.8,93,30.21,7,340,3.6,280,5,28,259,227,214,162,146
41,93,30.24,6,340,3.6,301,5,28,280,259,227,214,162
39.2,93,30.21,5,340,3.6,336,5,28,301,280,259,227,214
39.2,93,30.21,5,320,3.6,342,6,29,336,301,280,259,227
41,100,30.21,5,350,3.6,316,6,29,342,336,301,280,259
41,100,30.21,5,350,0,285,6,29,316,342,336,301,280
39.2,100,30.18,4,340,3.6,218,6,29,285,316,342,336,301
39.2,100,30.18,4,360,7.2,148,6,29,218,285,316,342,336
39.2,100,30.18,4,350,7.2,139,6,29,148,218,285,316,342
39.2,100,30.21,4,290,7.2,135,6,29,139,148,218,285,316
37.4,93,30.21,4,310,3.6,146,6,29,135,139,148,218,285
41,100,30.21,5,330,3.6,161,6,29,146,135,139,148,218
42.8,93,30.24,7,320,0,215,6,29,161,146,135,139,148
46.4,87,30.21,10,330,3.6,248,6,29,215,161,146,135,139
44.6,72,30.21,12,300,7.2,283,6,29,248,215,161,146,135
46.4,67,30.18,14,290,7.2,302,6,29,283,248,215,161,146
44.6,59,30.15,15,330,7.2,282,6,29,302,283,248,215,161
46.4,63,30.12,15,330,10.8,226,6,29,282,302,283,248,215
46.4,63,30.12,15,340,10.8,207,6,29,226,282,302,283,248
46.4,59,30.09,16,340,18,216,6,29,207,226,282,302,283
46.4,72,30.09,13,350,7.2,170,6,29,216,207,226,282,302
48.2,88,30.12,11,350,3.6,167,6,29,170,216,207,226,282
46.4,93,30.12,9,340,7.2,193,6,29,167,170,216,207,226
42.8,87,30.12,8,340,3.6,220,6,29,193,167,170,216,207
44.6,93,30.15,8,340,3.6,267,6,29,220,193,167,170,216
46.4,100,30.15,8,340,3.6,332,6,29,267,220,193,167,170
42.8,93,30.15,7,340,3.6,350,6,29,332,267,220,193,167
44.6,100,30.15,7,320,3.6,329,0,30,350,332,267,220,193
44.6,100,30.12,7,350,3.6,306,0,30,329,350,332,267,220
42.8,93,30.12,7,350,3.6,302,0,30,306,329,350,332,267
41,100,30.12,5,340,3.6,297,0,30,302,306,329,350,332
39.2,93,30.12,5,360,3.6,288,0,30,297,302,306,329,350
37.4,93,30.12,4,350,3.6,293,0,30,288,297,302,306,329
39.2,100,30.15,4,290,0,275,0,30,293,288,297,302,306
42.8,100,30.15,6,310,3.6,257,0,30,275,293,288,297,302
41,93,30.18,6,330,7.2,248,0,30,257,275,293,288,297
42.8,100,30.18,6,320,3.6,291,0,30,248,257,275,293,288
42.8,100,30.18,6,330,3.6,354,0,30,291,248,257,275,293
46.4,100,30.18,8,300,7.2,387,0,30,354,291,248,257,275
48.2,94,30.15,10,320,7.2,420,0,30,387,354,291,248,257
48.2,77,30.15,13,320,3.6,460,0,30,420,387,354,291,248
50,82,30.15,13,340,7.2,270,0,30,460,420,387,354,291
50,77,30.12,14,340,7.2,181,0,30,270,460,420,387,354
48.2,77,30.15,13,360,18,211,0,30,181,270,460,420,387
48.2,82,30.15,12,350,10.8,206,0,30,211,181,270,460,420
48.2,82,30.15,12,340,7.2,224,0,30,206,211,181,270,460
48.2,82,30.18,12,340,7.2,217,0,30,224,206,211,181,270
48.2,88,30.18,11,340,3.6,207,0,30,217,224,206,211,181
48.2,88,30.21,11,340,3.6,233,0,30,207,217,224,206,211
50,94,30.21,11,340,7.2,253,0,30,233,207,217,224,206
48.2,88,30.21,11,340,7.2,257,0,30,253,233,207,217,224
48.2,88,30.21,11,320,3.6,258,1,31,257,253,233,207,217
50,94,30.21,11,350,3.6,255,1,31,258,257,253,233,207
50,94,30.21,11,350,3.6,258,1,31,255,258,257,253,233
50,94,30.21,11,340,3.6,257,1,31,258,255,258,257,253
48.2,88,30.18,11,360,3.6,257,1,31,257,258,255,258,257
50,94,30.21,11,350,3.6,257,1,31,257,257,258,255,258
50,94,30.21,11,290,3.6,256,1,31,257,257,257,258,255
50,94,30.21,11,310,3.6,264,1,31,256,257,257,257,258
50,94,30.21,11,330,3.6,264,1,31,264,256,257,257,257
51.8,94,30.24,12,320,3.6,268,1,31,264,264,256,257,257
51.8,88,30.21,13,330,7.2,269,1,31,268,264,264,256,257
51.8,88,30.21,13,300,10.8,263,1,31,269,268,264,264,256
51.8,82,30.21,14,320,10.8,214,1,31,263,269,268,264,264
51.8,82,30.18,14,320,7.2,205,1,31,214,263,269,268,264
53.6,82,30.18,15,340,3.6,202,1,31,205,214,263,269,268
53.6,82,30.18,15,340,3.6,208,1,31,202,205,214,263,269
53.6,82,30.18,15,360,3.6,214,1,31,208,202,205,214,263
53.6,88,30.18,14,350,3.6,227,1,31,214,208,202,205,214
53.6,88,30.18,14,340,3.6,245,1,31,227,214,208,202,205
53.6,88,30.21,14,340,3.6,252,1,31,245,227,214,208,202
53.6,94,30.21,13,340,3.6,248,1,31,252,245,227,214,208
53.6,94,30.21,13,340,0,248,1,31,248,252,245,227,214
53.6,94,30.21,13,340,0,264,1,31,248,248,252,245,227
53.6,94,30.21,13,340,0,266,1,31,264,248,248,252,245
53.6,94,30.21,13,320,3.6,253,2,1,266,264,248,248,252
53.6,94,30.21,13,350,7.2,245,2,1,253,266,264,248,248
55.4,94,30.18,14,350,10.8,246,2,1,245,253,266,264,248
53.6,94,30.18,13,340,3.6,254,2,1,246,245,253,266,264
53.6,94,30.18,13,360,3.6,259,2,1,254,246,245,253,266
53.6,100,30.18,12,350,3.6,252,2,1,259,254,246,245,253
51.8,94,30.18,12,290,3.6,256,2,1,252,259,254,246,245
51.8,94,30.18,12,310,3.6,283,2,1,256,252,259,254,246
53.6,94,30.21,13,330,3.6,284,2,1,283,256,252,259,254
53.6,94,30.21,13,320,7.2,297,2,1,284,283,256,252,259
53.6,82,30.21,15,320,3.6,312,2,1,297,284,283,256,252
53.6,82,30.21,15,320,3.6,343,2,1,312,297,284,283,256
55.4,88,30.18,15,340,3.6,339,2,1,343,312,297,284,283
55.4,94,30.18,14,340,7.2,288,2,1,339,343,312,297,284
53.6,82,30.21,15,360,10.8,102,2,1,288,339,343,312,297
48.2,72,30.21,14,350,18,48,2,1,102,288,339,343,312
48.2,77,30.24,13,340,18,43,2,1,48,102,288,339,343
51.8,88,30.27,13,340,14.4,44,2,1,43,48,102,288,339
48.2,82,30.27,12,340,14.4,57,2,1,44,43,48,102,288
46.4,87,30.3,10,340,10.8,32,2,1,57,44,43,48,102
44.6,87,30.3,9,340,14.4,38,2,1,32,57,44,43,48
42.8,87,30.3,8,340,10.8,38,2,1,38,32,57,44,43
42.8,93,30.3,7,320,10.8,44,3,2,38,38,32,57,44
41,87,30.33,7,350,10.8,45,3,2,44,38,38,32,57
42.8,93,30.33,7,350,10.8,34,3,2,45,44,38,38,32
41,93,30.33,6,340,10.8,30,3,2,34,45,44,38,38
37.4,93,30.36,4,360,14.4,33,3,2,30,34,45,44,38
41,100,30.36,5,350,14.4,29,3,2,33,30,34,45,44
35.6,93,30.36,3,290,14.4,44,3,2,29,33,30,34,45
37.4,81,30.36,6,310,14.4,32,3,2,44,29,33,30,34
35.6,58,30.39,10,330,14.4,17,3,2,32,44,29,33,30
32,47,30.39,11,320,14.4,25,3,2,17,32,44,29,33
26.6,33,30.39,13,330,18,26,3,2,25,17,32,44,29
26.6,29,30.39,15,300,14.4,20,3,2,26,25,17,32,44
28.4,31,30.36,15,320,10.8,27,3,2,20,26,25,17,32
30.2,31,30.36,16,320,10.8,32,3,2,27,20,26,25,17
32,36,30.36,15,340,3.6,35,3,2,32,27,20,26,25
35.6,44,30.33,14,340,3.6,33,3,2,35,32,27,20,26
35.6,44,30.33,14,360,7.2,55,3,2,33,35,32,27,20
37.4,51,30.33,13,360,7.2,66,3,2,55,33,35,32,27
41,62,30.36,12,350,7.2,63,3,2,66,55,33,35,32
41,62,30.36,12,360,3.6,70,3,2,63,66,55,33,35
42.8,67,30.39,12,340,0,86,3,2,70,63,66,55,33
44.6,76,30.36,11,340,3.6,67,3,2,86,70,63,66,55
42.8,67,30.39,12,340,3.6,42,3,2,67,86,70,63,66
42.8,67,30.36,12,340,7.2,27,3,2,42,67,86,70,63
44.6,76,30.36,11,320,3.6,24,4,3,27,42,67,86,70
44.6,76,30.36,11,350,3.6,27,4,3,24,27,42,67,86
44.6,76,30.36,11,350,3.6,46,4,3,27,24,27,42,67
44.6,76,30.36,11,340,3.6,34,4,3,46,27,24,27,42
42.8,76,30.36,10,360,3.6,59,4,3,34,46,27,24,27
44.6,87,30.33,9,350,3.6,61,4,3,59,34,46,27,24
44.6,82,30.33,10,290,0,60,4,3,61,59,34,46,27
44.6,82,30.33,10,310,3.6,72,4,3,60,61,59,34,46
42.8,71,30.36,11,330,3.6,79,4,3,72,60,61,59,34
42.8,67,30.39,12,320,0,64,4,3,79,72,60,61,59
39.2,54,30.36,13,330,3.6,68,4,3,64,79,72,60,61
39.2,48,30.36,15,300,3.6,71,4,3,68,64,79,72,60
41,51,30.33,15,320,3.6,62,4,3,71,68,64,79,72
41,51,30.3,15,320,3.6,54,4,3,62,71,68,64,79
41,51,30.27,15,340,3.6,54,4,3,54,62,71,68,64
41,51,30.27,15,340,7.2,79,4,3,54,54,62,71,68
41,51,30.27,15,360,3.6,85,4,3,79,54,54,62,71
42.8,59,30.27,14,350,3.6,80,4,3,85,79,54,54,62
44.6,72,30.27,12,340,3.6,81,4,3,80,85,79,54,54
46.4,77,30.27,12,340,3.6,100,4,3,81,80,85,79,54
46.4,77,30.27,12,340,3.6,94,4,3,100,81,80,85,79
46.4,82,30.27,11,340,3.6,108,4,3,94,100,81,80,85
48.2,82,30.27,12,340,7.2,123,4,3,108,94,100,81,80
46.4,77,30.24,12,340,3.6,102,4,3,123,108,94,100,81
46.4,82,30.24,11,320,7.2,89,5,4,102,123,108,94,100
46.4,82,30.24,11,350,3.6,78,5,4,89,102,123,108,94
46.4,82,30.21,11,350,3.6,76,5,4,78,89,102,123,108
48.2,88,30.21,11,340,3.6,108,5,4,76,78,89,102,123
48.2,88,30.21,11,360,3.6,107,5,4,108,76,78,89,102
48.2,88,30.18,11,350,0,91,5,4,107,108,76,78,89
48.2,88,30.21,11,290,0,90,5,4,91,107,108,76,78
48.2,88,30.21,11,310,3.6,87,5,4,90,91,107,108,76
50,88,30.24,12,330,3.6,90,5,4,87,90,91,107,108
48.2,77,30.24,13,320,7.2,85,5,4,90,87,90,91,107
48.2,72,30.24,14,330,7.2,87,5,4,85,90,87,90,91
44.6,59,30.24,15,300,3.6,96,5,4,87,85,90,87,90
42.8,52,30.21,16,320,7.2,102,5,4,96,87,85,90,87
42.8,52,30.18,16,320,7.2,103,5,4,102,96,87,85,90
42.8,52,30.15,16,340,7.2,113,5,4,103,102,96,87,85
42.8,52,30.15,16,340,7.2,106,5,4,113,103,102,96,87
42.8,52,30.15,16,360,7.2,107,5,4,106,113,103,102,96
